"","Date","hour","Account","month","day","year","kWh","Day.of.Week","Weekday","Peakhour","Temperature","Dew_PointF","Humidity","Sea_Level_PressureIn","VisibilityMPH","Wind_Direction","Wind_SpeedMPH","Conditions","WindDirDegrees"
"3306","2014-05-18","16","26908650026","5","18","2014","119.53000","0","0","1","57.9"," 41.0","53","30.03","   10.0","ESE","9.2","Mostly Cloudy","110"
"3307","2014-05-18","17","26908650026","5","18","2014","120.87999","0","0","1","59.0"," 42.1","53","30.02","   10.0","ESE","5.8","Mostly Cloudy","110"
"3308","2014-05-18","18","26908650026","5","18","2014","120.71000","0","0","1","57.9"," 42.1","56","30.02","   10.0","ESE","4.6","Mostly Cloudy","120"
"3309","2014-05-18","19","26908650026","5","18","2014","120.69000","0","0","0","55.9"," 44.1","64","30.03","   10.0","ENE","4.6","Scattered Clouds"," 70"
"3310","2014-05-18","20","26908650026","5","18","2014","111.46000","0","0","0","57.9"," 43.0","58","30.03","   10.0","South","4.6","Overcast","170"
"3311","2014-05-18","21","26908650026","5","18","2014"," 98.92000","0","0","0","57.0"," 43.0","59","30.06","   10.0","North","5.8","Mostly Cloudy"," 10"
"3312","2014-05-18","22","26908650026","5","18","2014"," 99.19000","0","0","0","61.0"," 37.0","41","30.05","   10.0","NW","10.4","Overcast","320"
"3313","2014-05-18","23","26908650026","5","18","2014"," 99.65000","0","0","0","60.1"," 35.1","39","30.05","   10.0","NW","11.5","Overcast","320"
"3314","2014-05-19"," 0","26908650026","5","19","2014"," 97.04000","1","1","0","57.9"," 30.0","35","30.05","   10.0","NW","16.1","Mostly Cloudy","320"
"3315","2014-05-19"," 1","26908650026","5","19","2014"," 97.23000","1","1","0","57.0"," 30.9","37","30.05","   10.0","NW","12.7","Mostly Cloudy","320"
"3316","2014-05-19"," 2","26908650026","5","19","2014"," 97.10000","1","1","0","55.0"," 30.9","40","30.06","   10.0","NW","15","Clear","320"
"3317","2014-05-19"," 3","26908650026","5","19","2014"," 99.97000","1","1","0","54.0"," 30.9","41","30.06","   10.0","NW","12.7","Partly Cloudy","310"
"3318","2014-05-19"," 4","26908650026","5","19","2014","103.23999","1","1","0","52.0"," 33.1","49","30.07","   10.0","WNW","10.4","Partly Cloudy","300"
"3319","2014-05-19"," 5","26908650026","5","19","2014","105.96000","1","1","0","52.0"," 32.0","47","30.08","   10.0","WNW","11.5","Partly Cloudy","300"
"3320","2014-05-19"," 6","26908650026","5","19","2014","230.72999","1","1","0","54.0"," 32.0","43","30.09","   10.0","WNW","15","Clear","300"
"3321","2014-05-19"," 7","26908650026","5","19","2014","294.99999","1","1","1","55.9"," 33.1","42","30.08","   10.0","NW","15","Clear","320"
"3322","2014-05-19"," 8","26908650026","5","19","2014","303.05999","1","1","1","55.9"," 33.1","42","30.08","   10.0","NW","15","Clear","320"
"3323","2014-05-19"," 9","26908650026","5","19","2014","305.04000","1","1","1","62.1"," 36.0","38","30.06","   10.0","WNW","9.2","Partly Cloudy","290"
"3324","2014-05-19","10","26908650026","5","19","2014","309.11999","1","1","1","63.0"," 35.1","35","30.05","   10.0","NW","11.5","Scattered Clouds","320"
"3325","2014-05-19","11","26908650026","5","19","2014","307.15999","1","1","1","64.9"," 34.0","32","30.04","   10.0","NNW","15","Mostly Cloudy","330"
"3326","2014-05-19","12","26908650026","5","19","2014","297.13999","1","1","1","64.0"," 33.1","31","30.02","   10.0","NW","16.1","Mostly Cloudy","310"
"3327","2014-05-19","13","26908650026","5","19","2014","284.57999","1","1","1","66.0"," 32.0","28","30.01","   10.0","NW","16.1","Mostly Cloudy","310"
"3328","2014-05-19","14","26908650026","5","19","2014","264.21999","1","1","1","66.0"," 34.0","30","30.00","   10.0","WNW","15","Mostly Cloudy","300"
"3329","2014-05-19","15","26908650026","5","19","2014","257.30000","1","1","1","59.0"," 43.0","55","30.04","    7.0","NNW","19.6","Light Rain","330"
"3330","2014-05-19","16","26908650026","5","19","2014","266.33000","1","1","1","61.0"," 41.0","48","30.03","   10.0","NNW","13.8","Overcast","330"
"3331","2014-05-19","17","26908650026","5","19","2014","230.72999","1","1","1","61.0"," 37.9","42","30.03","   10.0","WNW","13.8","Overcast","300"
"3332","2014-05-19","18","26908650026","5","19","2014","177.93000","1","1","1","59.0"," 41.0","51","30.04","   10.0","North","13.8","Light Rain","360"
"3333","2014-05-19","19","26908650026","5","19","2014","162.44000","1","1","0","57.0"," 43.0","59","30.05","   10.0","North","17.3","Light Rain"," 10"
"3334","2014-05-19","20","26908650026","5","19","2014","157.12000","1","1","0","54.0"," 46.0","75","30.06","   10.0","NNW","9.2","Light Rain","330"
"3335","2014-05-19","21","26908650026","5","19","2014","116.53000","1","1","0","53.1"," 46.0","77","30.05","   10.0","NNW","9.2","Light Rain","330"
"3336","2014-05-19","22","26908650026","5","19","2014","106.69000","1","1","0","53.1"," 46.0","77","30.04","   10.0","NNW","5.8","Light Rain","330"
"3337","2014-05-19","23","26908650026","5","19","2014"," 89.57000","1","1","0","53.1"," 46.0","77","30.02","   10.0","West","11.5","Light Rain","280"
"3338","2014-05-20"," 0","26908650026","5","20","2014"," 96.38000","2","1","0","54.0"," 46.0","75","30.00","   10.0","WNW","10.4","Overcast","290"
"3339","2014-05-20"," 1","26908650026","5","20","2014"," 99.44000","2","1","0","54.0"," 46.0","75","30.00","   10.0","WNW","9.2","Overcast","290"
"3340","2014-05-20"," 2","26908650026","5","20","2014","101.53000","2","1","0","54.0"," 46.0","75","29.99","   10.0","West","9.2","Overcast","280"
"3341","2014-05-20"," 3","26908650026","5","20","2014","103.14000","2","1","0","53.1"," 45.0","74","29.99","   10.0","West","9.2","Overcast","280"
"3342","2014-05-20"," 4","26908650026","5","20","2014","103.77000","2","1","0","54.0"," 43.0","66","29.99","   10.0","NW","10.4","Overcast","310"
"3343","2014-05-20"," 5","26908650026","5","20","2014","105.33000","2","1","0","53.1"," 43.0","69","30.01","   10.0","NW","9.2","Scattered Clouds","320"
"3344","2014-05-20"," 6","26908650026","5","20","2014","235.74000","2","1","0","55.0"," 43.0","64","30.01","   10.0","NW","10.4","Scattered Clouds","320"
"3345","2014-05-20"," 7","26908650026","5","20","2014","287.55000","2","1","1","59.0"," 42.1","53","30.01","   10.0","NW","12.7","Scattered Clouds","320"
"3346","2014-05-20"," 8","26908650026","5","20","2014","301.11000","2","1","1","62.1"," 39.9","44","30.00","   10.0","NNW","16.1","Scattered Clouds","330"
"3347","2014-05-20"," 9","26908650026","5","20","2014","301.96999","2","1","1","66.0"," 39.9","38","29.99","   10.0","NW","11.5","Scattered Clouds","320"
"3348","2014-05-20","10","26908650026","5","20","2014","300.99999","2","1","1","68.0"," 37.9","33","29.98","   10.0","NW","15.0","Scattered Clouds","320"
"3349","2014-05-20","11","26908650026","5","20","2014","294.44000","2","1","1","64.0"," 44.1","48","29.98","   10.0","East","10.4","Partly Cloudy"," 80"
"3350","2014-05-20","12","26908650026","5","20","2014","291.81999","2","1","1","62.1"," 46.0","56","29.98","   10.0","SE","12.7","Scattered Clouds","130"
"3351","2014-05-20","13","26908650026","5","20","2014","283.20000","2","1","1","64.0"," 46.0","52","29.97","   10.0","SE","12.7","Scattered Clouds","130"
"3352","2014-05-20","14","26908650026","5","20","2014","271.71999","2","1","1","62.1"," 46.0","56","29.96","   10.0","SE","9.2","Mostly Cloudy","130"
"3353","2014-05-20","15","26908650026","5","20","2014","267.78999","2","1","1","63.0"," 46.0","54","29.96","   10.0","East","8.1","Mostly Cloudy","100"
"3354","2014-05-20","16","26908650026","5","20","2014","268.52000","2","1","1","63.0"," 45.0","52","29.96","   10.0","East","12.7","Mostly Cloudy","100"
"3355","2014-05-20","17","26908650026","5","20","2014","230.38000","2","1","1","63.0"," 45.0","52","29.95","   10.0","East","9.2","Scattered Clouds","100"
"3356","2014-05-20","18","26908650026","5","20","2014","178.89999","2","1","1","61.0"," 45.0","56","29.96","   10.0","ESE","8.1","Scattered Clouds","120"
"3357","2014-05-20","19","26908650026","5","20","2014","162.81000","2","1","0","60.1"," 46.0","60","29.97","   10.0","SE","4.6","Scattered Clouds","130"
"3358","2014-05-20","20","26908650026","5","20","2014","156.84000","2","1","0","60.1"," 48.0","64","29.98","   10.0","South","8.1","Scattered Clouds","170"
"3359","2014-05-20","21","26908650026","5","20","2014","110.06000","2","1","0","60.1"," 46.0","60","29.99","   10.0","Calm","Calm","Partly Cloudy","  0"
"3360","2014-05-20","22","26908650026","5","20","2014","101.02000","2","1","0","57.9"," 45.0","62","29.99","   10.0","SSW","5.8","Clear","210"
"3361","2014-05-20","23","26908650026","5","20","2014"," 98.61000","2","1","0","57.9"," 46.0","65","29.98","   10.0","SW","6.9","Clear","230"
"3362","2014-05-21"," 0","26908650026","5","21","2014"," 98.62000","3","1","0","57.0"," 45.0","64","29.98","   10.0","SW","3.5","Clear","220"
"3363","2014-05-21"," 1","26908650026","5","21","2014"," 98.66000","3","1","0","55.0"," 46.0","72","29.97","   10.0","ENE","4.6","Clear"," 60"
"3364","2014-05-21"," 2","26908650026","5","21","2014"," 98.34000","3","1","0","53.1"," 45.0","74","29.97","   10.0","East","4.6","Clear"," 80"
"3365","2014-05-21"," 3","26908650026","5","21","2014"," 98.41000","3","1","0","54.0"," 45.0","72","29.97","   10.0","Calm","Calm","Clear","  0"
"3366","2014-05-21"," 4","26908650026","5","21","2014"," 99.00000","3","1","0","52.0"," 46.9","83","29.97","   10.0","NNE","3.5","Partly Cloudy"," 30"
"3367","2014-05-21"," 5","26908650026","5","21","2014","101.16000","3","1","0","54.0"," 48.0","80","29.99","   10.0","Calm","Calm","Partly Cloudy","  0"
"3368","2014-05-21"," 6","26908650026","5","21","2014","230.79999","3","1","0","55.9"," 48.0","75","30.01","   10.0","NNE","3.5","Scattered Clouds"," 20"
"3369","2014-05-21"," 7","26908650026","5","21","2014","285.09999","3","1","1","59.0"," 48.9","69","30.00","   10.0","East","6.9","Scattered Clouds"," 80"
"3370","2014-05-21"," 8","26908650026","5","21","2014","293.24000","3","1","1","60.1"," 48.9","67","30.01","   10.0","ENE","5.8","Scattered Clouds"," 70"
"3371","2014-05-21"," 9","26908650026","5","21","2014","294.09999","3","1","1","61.0"," 50.0","67","30.01","   10.0","Variable","6.9","Scattered Clouds","  0"
"3372","2014-05-21","10","26908650026","5","21","2014","291.59999","3","1","1","61.0"," 51.1","70","30.01","   10.0","ESE","10.4","Scattered Clouds","120"
"3373","2014-05-21","11","26908650026","5","21","2014","288.46999","3","1","1","62.1"," 51.1","67","29.99","   10.0","ESE","10.4","Scattered Clouds","120"
"3374","2014-05-21","12","26908650026","5","21","2014","282.62999","3","1","1","62.1"," 51.1","67","29.99","   10.0","SE","11.5","Scattered Clouds","130"
"3375","2014-05-21","13","26908650026","5","21","2014","275.41999","3","1","1","64.9"," 51.1","61","29.98","   10.0","East","11.5","Scattered Clouds"," 90"
"3376","2014-05-21","14","26908650026","5","21","2014","264.28999","3","1","1","63.0"," 50.0","63","29.96","   10.0","East","15.0","Scattered Clouds","100"
"3377","2014-05-21","15","26908650026","5","21","2014","258.94999","3","1","1","61.0"," 51.1","70","29.96","   10.0","ESE","12.7","Scattered Clouds","110"
"3378","2014-05-21","16","26908650026","5","21","2014","288.63000","3","1","1","60.1"," 51.1","72","29.95","   10.0","East","12.7","Scattered Clouds"," 90"
"3379","2014-05-21","17","26908650026","5","21","2014","239.67000","3","1","1","59.0"," 50.0","72","29.96","   10.0","ESE","13.8","Scattered Clouds","110"
"3380","2014-05-21","18","26908650026","5","21","2014","175.09000","3","1","1","60.1"," 48.9","67","29.96","   10.0","ESE","11.5","Scattered Clouds","110"
"3381","2014-05-21","19","26908650026","5","21","2014","158.76999","3","1","0","59.0"," 50.0","72","29.95","   10.0","East","9.2","Scattered Clouds","100"
"3382","2014-05-21","20","26908650026","5","21","2014","151.83000","3","1","0","57.0"," 51.1","81","29.97","   10.0","ESE","5.8","Scattered Clouds","110"
"3383","2014-05-21","21","26908650026","5","21","2014","106.22000","3","1","0","57.0"," 52.0","83","29.96","   10.0","ESE","8.1","Mostly Cloudy","110"
"3384","2014-05-21","22","26908650026","5","21","2014"," 89.39000","3","1","0","55.9"," 52.0","87","29.96","   10.0","ESE","4.6","Mostly Cloudy","120"
"3385","2014-05-21","23","26908650026","5","21","2014"," 79.22000","3","1","0","57.0"," 51.1","81","29.97","   10.0","Calm","Calm","Mostly Cloudy","  0"
"3386","2014-05-22"," 0","26908650026","5","22","2014"," 77.06000","4","1","0","55.9"," 50.0","80","29.94","   10.0","East","4.6","Scattered Clouds","100"
"3387","2014-05-22"," 1","26908650026","5","22","2014"," 77.37000","4","1","0","55.0"," 51.1","86","29.93","   10.0","ESE","4.6","Scattered Clouds","120"
"3388","2014-05-22"," 2","26908650026","5","22","2014"," 76.95000","4","1","0","55.0"," 51.1","86","29.93","   10.0","ESE","4.6","Clear","120"
"3389","2014-05-22"," 3","26908650026","5","22","2014"," 75.65000","4","1","0","54.0"," 50.0","86","29.93","   10.0","ESE","4.6","Clear","110"
"3390","2014-05-22"," 4","26908650026","5","22","2014"," 76.07000","4","1","0","53.1"," 50.0","89","29.92","   10.0","SE","3.5","Clear","140"
"3391","2014-05-22"," 5","26908650026","5","22","2014"," 77.61000","4","1","0","51.1"," 50.0","96","29.91","    0.5","East","4.6","Fog"," 90"
"3392","2014-05-22"," 6","26908650026","5","22","2014","224.20999","4","1","0","51.1"," 50.0","96","29.92","    0.2","East","5.8","Fog","100"
"3393","2014-05-22"," 7","26908650026","5","22","2014","278.86000","4","1","1","51.1"," 51.1","100","29.93","    1.0","ENE","3.5","Overcast"," 70"
"3394","2014-05-22"," 8","26908650026","5","22","2014","294.58999","4","1","1","51.1"," 50.0","96","29.93","    0.2","East","9.2","Overcast"," 90"
"3395","2014-05-22"," 9","26908650026","5","22","2014","302.40999","4","1","1","53.1"," 50.0","89","29.94","    0.2","ENE","11.5","Overcast"," 70"
"3396","2014-05-22","10","26908650026","5","22","2014","291.46999","4","1","1","55.9"," 51.1","84","29.92","    2.0","East","12.7","Mostly Cloudy"," 80"
"3397","2014-05-22","11","26908650026","5","22","2014","294.84999","4","1","1","55.9"," 51.1","84","29.91","   10.0","East","15.0","Overcast"," 80"
"3398","2014-05-22","12","26908650026","5","22","2014","289.66999","4","1","1","57.0"," 51.1","81","29.90","   10.0","East","16.1","Mostly Cloudy"," 80"
"3399","2014-05-22","13","26908650026","5","22","2014","274.64999","4","1","1","55.0"," 51.1","86","29.91","   10.0","ENE","12.7","Light Rain"," 70"
"3400","2014-05-22","14","26908650026","5","22","2014","252.06999","4","1","1","54.0"," 52.0","93","29.90","    4.0","East","12.7","Rain"," 90"
"3401","2014-05-22","15","26908650026","5","22","2014","249.53999","4","1","1","55.0"," 53.1","93","29.90","    4.0","East","4.6","Light Rain"," 90"
"3402","2014-05-22","16","26908650026","5","22","2014","261.13999","4","1","1","57.9"," 54.0","87","29.89","   10.0","South","8.1","Overcast","180"
"3403","2014-05-22","17","26908650026","5","22","2014","226.17000","4","1","1","57.9"," 53.1","84","29.88","   10.0","South","6.9","Overcast","190"
"3404","2014-05-22","18","26908650026","5","22","2014","207.24000","4","1","1","57.0"," 52.0","83","29.89","   10.0","SSE","5.8","Overcast","150"
"3405","2014-05-22","19","26908650026","5","22","2014","193.61000","4","1","0","57.0"," 52.0","83","29.90","   10.0","ESE","4.6","Overcast","120"
"3406","2014-05-22","20","26908650026","5","22","2014","147.91000","4","1","0","55.0"," 53.1","93","29.89","   10.0","East","8.1","Overcast"," 80"
"3407","2014-05-22","21","26908650026","5","22","2014","105.49000","4","1","0","55.0"," 53.1","93","29.90","   10.0","ENE","3.5","Overcast"," 70"
"3408","2014-05-22","22","26908650026","5","22","2014"," 89.20000","4","1","0","54.0"," 51.1","90","29.89","   10.0","East","8.1","Mostly Cloudy","100"
"3409","2014-05-22","23","26908650026","5","22","2014"," 80.46000","4","1","0","54.0"," 52.0","93","29.89","   10.0","SE","6.9","Mostly Cloudy","130"
"3410","2014-05-23"," 0","26908650026","5","23","2014"," 78.55000","5","1","0","55.0"," 52.0","89","29.89","   10.0","ESE","4.6","Mostly Cloudy","120"
"3411","2014-05-23"," 1","26908650026","5","23","2014"," 78.20000","5","1","0","55.0"," 53.1","93","29.89","    8.0","SSE","4.6","Light Rain","150"
"3412","2014-05-23"," 2","26908650026","5","23","2014"," 78.61000","5","1","0","55.0"," 52.0","89","29.88","   10.0","SE","5.8","Overcast","140"
"3413","2014-05-23"," 3","26908650026","5","23","2014"," 77.99000","5","1","0","54.0"," 52.0","93","29.88","   10.0","South","6.9","Overcast","180"
"3414","2014-05-23"," 4","26908650026","5","23","2014"," 76.43000","5","1","0","54.0"," 53.1","97","29.90","   10.0","Calm","Calm","Mostly Cloudy","  0"
"3415","2014-05-23"," 5","26908650026","5","23","2014"," 77.23000","5","1","0","54.0"," 52.0","93","29.91","    5.0","East","5.8","Mostly Cloudy","100"
"3416","2014-05-23"," 6","26908650026","5","23","2014","217.85999","5","1","0","54.0"," 52.0","93","29.91","    2.5","ESE","5.8","Light Drizzle","110"
"3417","2014-05-23"," 7","26908650026","5","23","2014","269.75999","5","1","1","54.0"," 52.0","93","29.92","    8.0","East","3.5","Overcast","100"
"3418","2014-05-23"," 8","26908650026","5","23","2014","288.00000","5","1","1","55.0"," 52.0","89","29.93","    9.0","East","9.2","Overcast"," 80"
"3419","2014-05-23"," 9","26908650026","5","23","2014","283.98999","5","1","1","55.0"," 51.1","86","29.93","    9.0","East","9.2","Overcast","100"
"3420","2014-05-23","10","26908650026","5","23","2014","283.13999","5","1","1","54.0"," 50.0","86","29.94","   10.0","East","6.9","Overcast","100"
"3421","2014-05-23","11","26908650026","5","23","2014","284.73999","5","1","1","57.0"," 50.0","77","29.94","   10.0","ESE","8.1","Overcast","110"
"3422","2014-05-23","12","26908650026","5","23","2014","291.47000","5","1","1","55.9"," 50.0","80","29.94","   10.0","East","10.4","Overcast"," 80"
"3423","2014-05-23","13","26908650026","5","23","2014","270.39999","5","1","1","55.9"," 50.0","80","29.94","   10.0","ENE","11.5","Overcast"," 70"
"3424","2014-05-23","14","26908650026","5","23","2014","255.48999","5","1","1","54.0"," 48.9","83","29.94","   10.0","ENE","12.7","Overcast"," 70"
"3425","2014-05-23","15","26908650026","5","23","2014","246.92000","5","1","1","54.0"," 48.0","80","29.94","   10.0","ENE","12.7","Overcast"," 70"
"3426","2014-05-23","16","26908650026","5","23","2014","255.06000","5","1","1","54.0"," 46.9","77","29.94","   10.0","ENE","12.7","Overcast"," 70"
"3427","2014-05-23","17","26908650026","5","23","2014","214.32000","5","1","1","53.1"," 46.9","80","29.94","   10.0","ENE","13.8","Overcast"," 60"
"3428","2014-05-23","18","26908650026","5","23","2014","156.71000","5","1","1","53.1"," 48.0","83","29.95","   10.0","ENE","13.8","Overcast"," 60"
"3429","2014-05-23","19","26908650026","5","23","2014","140.74000","5","1","0","53.1"," 48.0","83","29.96","   10.0","ENE","12.7","Overcast"," 60"
"3430","2014-05-23","20","26908650026","5","23","2014","131.61000","5","1","0","52.0"," 48.0","86","29.97","   10.0","ENE","11.5","Overcast"," 60"
"3431","2014-05-23","21","26908650026","5","23","2014"," 91.30000","5","1","0","52.0"," 48.0","86","29.99","   10.0","NE","9.2","Overcast"," 40"
"3432","2014-05-23","22","26908650026","5","23","2014"," 84.63000","5","1","0","52.0"," 48.0","86","29.99","   10.0","NNE","5.8","Overcast"," 30"
"3433","2014-05-23","23","26908650026","5","23","2014"," 78.31000","5","1","0","52.0"," 46.9","83","29.99","   10.0","North","5.8","Mostly Cloudy"," 10"
"3434","2014-05-24"," 0","26908650026","5","24","2014"," 77.07000","6","0","0","52.0"," 48.0","86","29.97","   10.0","North","8.1","Overcast"," 10"
"3435","2014-05-24"," 1","26908650026","5","24","2014"," 77.61000","6","0","0","52.0"," 48.0","86","29.96","   10.0","NNE","6.9","Overcast"," 20"
"3436","2014-05-24"," 2","26908650026","5","24","2014"," 76.59000","6","0","0","52.0"," 48.0","86","29.96","   10.0","NNE","5.8","Overcast"," 20"
"3437","2014-05-24"," 3","26908650026","5","24","2014"," 75.11000","6","0","0","52.0"," 48.9","89","29.97","   10.0","North","5.8","Overcast","360"
"3438","2014-05-24"," 4","26908650026","5","24","2014"," 75.98000","6","0","0","53.1"," 48.9","86","29.98","   10.0","North","6.9","Overcast"," 10"
"3439","2014-05-24"," 5","26908650026","5","24","2014"," 76.15000","6","0","0","52.0"," 48.0","86","30.00","   10.0","NNE","8.1","Mostly Cloudy"," 20"
"3440","2014-05-24"," 6","26908650026","5","24","2014"," 75.35000","6","0","0","53.1"," 48.0","83","30.01","   10.0","North","11.5","Mostly Cloudy"," 10"
"3441","2014-05-24"," 7","26908650026","5","24","2014","177.59000","6","0","1","54.0"," 46.9","77","30.03","   10.0","North","9.2","Overcast","360"
"3442","2014-05-24"," 8","26908650026","5","24","2014","207.80999","6","0","1","55.9"," 46.9","72","30.04","   10.0","NNE","9.2","Light Rain"," 20"
"3443","2014-05-24"," 9","26908650026","5","24","2014","212.12000","6","0","1","57.0"," 46.0","67","30.05","   10.0","North","9.2","Mostly Cloudy"," 10"
"3444","2014-05-24","10","26908650026","5","24","2014","215.74000","6","0","1","57.0"," 46.9","69","30.05","   10.0","ENE","9.2","Mostly Cloudy"," 60"
"3445","2014-05-24","11","26908650026","5","24","2014","218.06000","6","0","1","59.0"," 46.0","62","30.04","   10.0","East","9.2","Mostly Cloudy"," 80"
"3446","2014-05-24","12","26908650026","5","24","2014","219.23000","6","0","1","59.0"," 43.0","55","30.04","   10.0","East","11.5","Mostly Cloudy"," 90"
"3447","2014-05-24","13","26908650026","5","24","2014","220.07999","6","0","1","60.1"," 45.0","57","30.03","   10.0","East","11.5","Mostly Cloudy","100"
"3448","2014-05-24","14","26908650026","5","24","2014","140.85000","6","0","1","59.0"," 46.9","64","30.02","   10.0","SE","10.4","Mostly Cloudy","130"
"3449","2014-05-24","15","26908650026","5","24","2014","139.67000","6","0","1","57.0"," 46.9","69","30.01","   10.0","ESE","8.1","Mostly Cloudy","120"
"3450","2014-05-24","16","26908650026","5","24","2014","138.34000","6","0","1","57.9"," 46.9","67","30.00","   10.0","East","6.9","Mostly Cloudy"," 80"
"3451","2014-05-24","17","26908650026","5","24","2014","114.29000","6","0","1","57.0"," 46.9","69","30.01","   10.0","East","11.5","Mostly Cloudy","100"
"3452","2014-05-24","18","26908650026","5","24","2014","101.42000","6","0","1","55.0"," 46.0","72","30.03","   10.0","ESE","11.5","Mostly Cloudy","110"
"3453","2014-05-24","19","26908650026","5","24","2014","102.35000","6","0","0","55.0"," 46.9","74","30.05","   10.0","East","10.4","Light Rain","100"
"3454","2014-05-24","20","26908650026","5","24","2014","114.76999","6","0","0","53.1"," 50.0","89","30.05","    4.0","SE","5.8","Rain","140"
"3455","2014-05-24","21","26908650026","5","24","2014"," 82.12000","6","0","0","53.1"," 48.9","86","30.06","   10.0","ESE","3.5","Mostly Cloudy","110"
"3456","2014-05-24","22","26908650026","5","24","2014"," 77.23000","6","0","0","53.1"," 50.0","89","30.06","   10.0","ESE","3.5","Mostly Cloudy","110"
"3457","2014-05-24","23","26908650026","5","24","2014"," 77.08000","6","0","0","53.1"," 50.0","89","30.06","   10.0","SE","5.8","Light Rain","130"
"3458","2014-05-25"," 0","26908650026","5","25","2014"," 76.83000","0","0","0","53.1"," 50.0","89","30.05","   10.0","Calm","Calm","Mostly Cloudy","  0"
"3459","2014-05-25"," 1","26908650026","5","25","2014"," 77.06000","0","0","0","53.1"," 50.0","89","30.04","   10.0","Calm","Calm","Mostly Cloudy","  0"
"3460","2014-05-25"," 2","26908650026","5","25","2014"," 77.41000","0","0","0","52.0"," 48.9","89","30.04","   10.0","ENE","3.5","Scattered Clouds"," 60"
"3461","2014-05-25"," 3","26908650026","5","25","2014"," 90.63000","0","0","0","53.1"," 50.0","89","30.04","   10.0","Calm","Calm","Overcast","  0"
"3462","2014-05-25"," 4","26908650026","5","25","2014"," 77.98000","0","0","0","53.1"," 50.0","89","30.04","    7.0","ENE","3.5","Overcast"," 70"
"3463","2014-05-25"," 5","26908650026","5","25","2014"," 77.07000","0","0","0","53.1"," 50.0","89","30.06","    8.0","ESE","3.5","Overcast","120"
"3464","2014-05-25"," 6","26908650026","5","25","2014"," 77.27000","0","0","0","53.1"," 51.1","93","30.07","   10.0","SE","3.5","Overcast","130"
"3465","2014-05-25"," 7","26908650026","5","25","2014"," 84.92000","0","0","1","54.0"," 51.1","90","30.09","   10.0","Calm","Calm","Overcast","  0"
"3466","2014-05-25"," 8","26908650026","5","25","2014"," 92.23000","0","0","1","55.0"," 50.0","83","30.10","   10.0","SE","4.6","Overcast","130"
"3467","2014-05-25"," 9","26908650026","5","25","2014","121.26000","0","0","1","55.9"," 50.0","80","30.10","   10.0","East","4.6","Overcast"," 80"
"3468","2014-05-25","10","26908650026","5","25","2014","122.46000","0","0","1","57.2"," 50.0","77","30.10","   10.0","ENE","4.6","Overcast"," 60"
"3469","2014-05-25","11","26908650026","5","25","2014","122.83000","0","0","1","59.0"," 51.1","75","30.10","   10.0","East","5.8","Mostly Cloudy"," 90"
"3470","2014-05-25","12","26908650026","5","25","2014","125.33000","0","0","1","60.1"," 51.1","72","30.10","   10.0","East","9.2","Partly Cloudy","100"
"3471","2014-05-25","13","26908650026","5","25","2014","125.10000","0","0","1","60.1"," 51.1","72","30.08","   10.0","ESE","11.5","Partly Cloudy","110"
"3472","2014-05-25","14","26908650026","5","25","2014","111.34000","0","0","1","60.1"," 51.1","72","30.06","   10.0","ESE","13.8","Scattered Clouds","120"
"3473","2014-05-25","15","26908650026","5","25","2014","110.65000","0","0","1","61.0"," 50.0","67","30.04","   10.0","ESE","15.0","Scattered Clouds","110"
"3474","2014-05-25","16","26908650026","5","25","2014","112.97000","0","0","1","62.1"," 50.0","65","30.04","   10.0","East","12.7","Scattered Clouds","100"
"3475","2014-05-25","17","26908650026","5","25","2014","117.39000","0","0","1","61.0"," 50.0","67","30.02","   10.0","East","13.8","Scattered Clouds","100"
"3476","2014-05-25","18","26908650026","5","25","2014","115.14000","0","0","1","61.0"," 53.1","75","30.02","   10.0","SE","6.9","Scattered Clouds","130"
"3477","2014-05-25","19","26908650026","5","25","2014","111.69000","0","0","0","64.0"," 53.1","67","30.03","   10.0","SSW","9.2","Scattered Clouds","200"
"3478","2014-05-25","20","26908650026","5","25","2014","100.60000","0","0","0","62.1"," 53.1","72","30.03","   10.0","South","9.2","Scattered Clouds","190"
"3479","2014-05-25","21","26908650026","5","25","2014"," 78.11000","0","0","0","60.1"," 53.1","78","30.04","   10.0","South","8.1","Partly Cloudy","180"
"3480","2014-05-25","22","26908650026","5","25","2014"," 77.38000","0","0","0","57.9"," 53.1","84","30.03","   10.0","SSW","6.9","Scattered Clouds","210"
"3481","2014-05-25","23","26908650026","5","25","2014"," 77.34000","0","0","0","57.9"," 52.0","81","30.01","   10.0","SW","8.1","Scattered Clouds","220"
"3482","2014-05-26"," 0","26908650026","5","26","2014"," 79.45000","1","1","0","55.9"," 52.0","87","30.00","   10.0","SW","9.2","Scattered Clouds","220"
"3483","2014-05-26"," 1","26908650026","5","26","2014"," 79.39000","1","1","0","55.9"," 51.1","84","29.98","   10.0","SW","9.2","Clear","220"
"3484","2014-05-26"," 2","26908650026","5","26","2014"," 79.50000","1","1","0","55.9"," 51.1","84","29.96","   10.0","SW","10.4","Partly Cloudy","220"
"3485","2014-05-26"," 3","26908650026","5","26","2014"," 79.32000","1","1","0","55.9"," 51.1","84","29.96","   10.0","SSW","9.2","Scattered Clouds","210"
"3486","2014-05-26"," 4","26908650026","5","26","2014"," 79.64000","1","1","0","55.0"," 51.1","86","29.95","   10.0","SW","9.2","Scattered Clouds","220"
