"","Date","hour","Account","month","day","year","kWh","Day.of.Week","Weekday","Peakhour","Temperature","Dew_PointF","Humidity","Sea_Level_PressureIn","VisibilityMPH","Wind_Direction","Wind_SpeedMPH","Conditions","WindDirDegrees"
"1","2014-01-01"," 0","26908650026","1","1","2014","132.37000","3","1","0","23.0","  5.0","46","30.20","   10.0","WNW","8.1","Clear","290"
"2","2014-01-01"," 1","26908650026","1","1","2014","132.72000","3","1","0","21.9","  3.9","46","30.23","   10.0","WNW","11.5","Partly Cloudy","290"
"3","2014-01-01"," 2","26908650026","1","1","2014","129.03000","3","1","0","21.9","  3.9","46","30.25","   10.0","WSW","12.7","Clear","240"
"4","2014-01-01"," 3","26908650026","1","1","2014","125.76000","3","1","0","21.9","  3.0","44","30.27","   10.0","WSW","11.5","Clear","250"
"5","2014-01-01"," 4","26908650026","1","1","2014","129.39000","3","1","0","21.0","  3.0","46","30.29","   10.0","West","9.2","Clear","260"
"6","2014-01-01"," 5","26908650026","1","1","2014","132.51000","3","1","0","21.0","  3.0","46","30.30","   10.0","West","11.5","Clear","270"
"7","2014-01-01"," 6","26908650026","1","1","2014","134.93000","3","1","0","21.0","  3.9","48","30.32","   10.0","WSW","10.4","Scattered Clouds","250"
"8","2014-01-01"," 7","26908650026","1","1","2014","122.81000","3","1","1","19.9","  5.0","52","30.35","   10.0","SW","10.4","Scattered Clouds","230"
"9","2014-01-01"," 8","26908650026","1","1","2014","119.96000","3","1","1","23.0","  6.1","48","30.37","   10.0","West","10.4","Scattered Clouds","260"
"10","2014-01-01"," 9","26908650026","1","1","2014","123.16000","3","1","1","24.1","  5.0","44","30.39","   10.0","WNW","16.1","Scattered Clouds","300"
"11","2014-01-01","10","26908650026","1","1","2014","129.11000","3","1","1","26.1","  5.0","41","30.35","   10.0","West","12.7","Partly Cloudy","280"
"12","2014-01-01","11","26908650026","1","1","2014","125.83000","3","1","1","26.1","  5.0","41","30.34","   10.0","West","13.8","Mostly Cloudy","260"
"13","2014-01-01","12","26908650026","1","1","2014","120.91000","3","1","1","27.0","  5.0","39","30.33","   10.0","West","13.8","Scattered Clouds","280"
"14","2014-01-01","13","26908650026","1","1","2014","125.20000","3","1","1","28.0","  3.9","36","30.33","   10.0","WNW","8.1","Mostly Cloudy","300"
"15","2014-01-01","14","26908650026","1","1","2014","128.59000","3","1","1","27.0","  3.9","37","30.33","   10.0","West","10.4","Scattered Clouds","270"
"16","2014-01-01","15","26908650026","1","1","2014","143.17000","3","1","1","27.0","  5.0","39","30.35","   10.0","WNW","10.4","Mostly Cloudy","290"
"17","2014-01-01","16","26908650026","1","1","2014","140.00000","3","1","1","26.1","  5.0","41","30.35","   10.0","NNW","6.9","Mostly Cloudy","340"
"18","2014-01-01","17","26908650026","1","1","2014","138.63999","3","1","1","25.0","  5.0","43","30.37","   10.0","NW","9.2","Scattered Clouds","320"
"19","2014-01-01","18","26908650026","1","1","2014","143.20000","3","1","1","24.1","  6.1","46","30.37","   10.0","North","4.6","Partly Cloudy"," 10"
"20","2014-01-01","19","26908650026","1","1","2014","147.12000","3","1","0","24.1","  5.0","44","30.38","   10.0","North","6.9","Partly Cloudy","360"
"21","2014-01-01","20","26908650026","1","1","2014","147.83000","3","1","0","23.0","  5.0","46","30.38","   10.0","North","4.6","Scattered Clouds","350"
"22","2014-01-01","21","26908650026","1","1","2014","134.88000","3","1","0","21.9","  7.0","53","30.39","   10.0","NNE","3.5","Mostly Cloudy"," 20"
"23","2014-01-01","22","26908650026","1","1","2014","128.91000","3","1","0","23.0","  6.1","48","30.40","   10.0","North","3.5","Overcast","360"
"24","2014-01-01","23","26908650026","1","1","2014","124.49999","3","1","0","23.0","  7.0","50","30.38","   10.0","NNE","6.9","Overcast"," 20"
"25","2014-01-02"," 0","26908650026","1","2","2014","121.13000","4","1","0","21.0"," 10.9","65","30.36","    4.0","NNE","6.9","Light Snow"," 20"
"26","2014-01-02"," 1","26908650026","1","2","2014","125.78000","4","1","0","19.9"," 15.1","81","30.36","    1.8","NNE","8.1","Light Snow"," 20"
"27","2014-01-02"," 2","26908650026","1","2","2014","128.33000","4","1","0","19.0"," 14.0","81","30.35","    2.0","NNE","9.2","Light Snow"," 20"
"28","2014-01-02"," 3","26908650026","1","2","2014","130.99000","4","1","0","19.0"," 14.0","81","30.34","    1.5","North","9.2","Light Snow"," 10"
"29","2014-01-02"," 4","26908650026","1","2","2014","222.73000","4","1","0","19.0"," 14.0","81","30.32","    2.5","North","10.4","Light Snow"," 10"
"30","2014-01-02"," 5","26908650026","1","2","2014","223.93000","4","1","0","19.0"," 14.0","81","30.31","    1.8","North","15","Light Snow"," 10"
"31","2014-01-02"," 6","26908650026","1","2","2014","229.40999","4","1","0","19.0"," 15.1","85","30.30","    2.5","North","13.8","Light Snow"," 10"
"32","2014-01-02"," 7","26908650026","1","2","2014","239.92999","4","1","1","19.0"," 15.1","85","30.28","    0.8","North","13.8","Light Snow"," 10"
"33","2014-01-02"," 8","26908650026","1","2","2014","247.72999","4","1","1","19.9"," 16.0","85","30.27","    0.5","NNE","13.8","Snow"," 20"
"34","2014-01-02"," 9","26908650026","1","2","2014","248.83999","4","1","1","24.1"," 21.0","88","30.25","    0.5","NE","18.4","Snow"," 40"
"35","2014-01-02","10","26908650026","1","2","2014","250.67000","4","1","1","25.0"," 21.0","85","30.21","    0.5","NE","21.9","Snow"," 50"
"36","2014-01-02","11","26908650026","1","2","2014","246.79000","4","1","1","24.1"," 19.9","84","30.15","    0.5","NE","25.3","Light Snow"," 50"
"37","2014-01-02","12","26908650026","1","2","2014","244.68999","4","1","1","24.1"," 19.9","84","30.12","    0.5","NE","21.9","Light Snow"," 40"
"38","2014-01-02","13","26908650026","1","2","2014","245.04000","4","1","1","26.1"," 21.0","81","30.08","    0.5","NE","26.5","Light Snow"," 50"
"39","2014-01-02","14","26908650026","1","2","2014","241.14999","4","1","1","19.9"," 16.0","85","30.05","    0.5","North","11.5","Snow","360"
"40","2014-01-02","15","26908650026","1","2","2014","245.90000","4","1","1","12.0","  8.1","84","30.02","    0.5","North","16.1","Snow","350"
"41","2014-01-02","16","26908650026","1","2","2014","253.58999","4","1","1","12.0","  8.1","84","30.01","    1.2","NNW","15","Light Snow","340"
"42","2014-01-02","17","26908650026","1","2","2014","196.17999","4","1","1","10.0","  6.1","84","30.00","    0.2","North","19.6","Heavy Snow","350"
"43","2014-01-02","18","26908650026","1","2","2014","147.25999","4","1","1"," 8.1","  3.0","80","30.00","    0.2","North","19.6","Snow","350"
"44","2014-01-02","19","26908650026","1","2","2014","154.24000","4","1","0"," 6.1","  1.0","80","29.95","    0.2","North","19.6","Snow","360"
"45","2014-01-02","20","26908650026","1","2","2014","156.75000","4","1","0"," 6.1","  1.0","80","29.94","    0.2","North","20.7","Snow","360"
"46","2014-01-02","21","26908650026","1","2","2014","132.92000","4","1","0"," 3.9","  0.0","84","29.89","    0.2","North","21.9","Snow","360"
"47","2014-01-02","22","26908650026","1","2","2014","127.55000","4","1","0"," 3.0"," -2.0","80","29.87","    0.2","North","21.9","Snow","360"
"48","2014-01-02","23","26908650026","1","2","2014","124.23000","4","1","0"," 1.9"," -2.9","80","29.86","    0.2","North","20.7","Snow","360"
"49","2014-01-03"," 0","26908650026","1","3","2014","125.21000","5","1","0"," 1.9"," -2.9","80","29.83","    0.2","North","21.9","Snow","360"
"50","2014-01-03"," 1","26908650026","1","3","2014","125.47000","5","1","0"," 1.9"," -4.0","76","29.81","    0.2","North","21.9","Snow","360"
"51","2014-01-03"," 2","26908650026","1","3","2014","123.45000","5","1","0"," 1.9"," -4.0","76","29.77","    0.8","North","19.6","Snow","360"
"52","2014-01-03"," 3","26908650026","1","3","2014","123.88000","5","1","0"," 1.9"," -2.9","80","29.74","    0.5","North","24.2","Snow","360"
"53","2014-01-03"," 4","26908650026","1","3","2014","123.12000","5","1","0"," 1.9"," -2.9","80","29.72","    0.5","North","23","Snow","360"
"54","2014-01-03"," 5","26908650026","1","3","2014","123.31000","5","1","0"," 3.0"," -2.0","80","29.75","    0.5","North","20.7","Snow","350"
"55","2014-01-03"," 6","26908650026","1","3","2014","204.80999","5","1","0"," 3.0"," -2.0","80","29.80","    0.5","North","20.7","Snow","350"
"56","2014-01-03"," 7","26908650026","1","3","2014","227.89000","5","1","1"," 3.9"," -2.0","76","29.84","    0.8","NNW","17.3","Light Snow","340"
"57","2014-01-03"," 8","26908650026","1","3","2014","226.99000","5","1","1"," 5.0"," -2.0","73","29.86","    1.0","NNW","15","Light Snow","340"
"58","2014-01-03"," 9","26908650026","1","3","2014","226.64999","5","1","1"," 6.1","  0.0","76","29.91","    1.5","North","20.7","Light Snow","350"
"59","2014-01-03","10","26908650026","1","3","2014","225.82000","5","1","1"," 9.0","  1.0","70","29.93","    2.5","North","18.4","Blowing Snow","350"
"60","2014-01-03","11","26908650026","1","3","2014","224.14000","5","1","1","10.9","  1.0","64","29.95","    6.0","NNW","13.8","Blowing Snow","340"
"61","2014-01-03","12","26908650026","1","3","2014","224.26999","5","1","1","12.0","  1.0","61","29.97","   10.0","NNW","16.1","Mostly Cloudy","340"
"62","2014-01-03","13","26908650026","1","3","2014","223.82000","5","1","1","14.0","  1.0","56","30.01","   10.0","NW","12.7","Mostly Cloudy","320"
"63","2014-01-03","14","26908650026","1","3","2014","223.49999","5","1","1","14.0","  0.0","54","30.06","   10.0","NW","16.1","Mostly Cloudy","310"
"64","2014-01-03","15","26908650026","1","3","2014","225.06999","5","1","1","12.9"," -2.9","49","30.13","   10.0","NW","13.8","Scattered Clouds","310"
"65","2014-01-03","16","26908650026","1","3","2014","222.80999","5","1","1","10.9"," -7.1","44","30.19","   10.0","NW","16.1","Partly Cloudy","320"
"66","2014-01-03","17","26908650026","1","3","2014","196.49000","5","1","1"," 9.0"," -9.0","44","30.24","   10.0","NNW","13.8","Partly Cloudy","330"
"67","2014-01-03","18","26908650026","1","3","2014","155.58000","5","1","1"," 7.0"," -9.9","46","30.30","   10.0","NW","17.3","Partly Cloudy","320"
"68","2014-01-03","19","26908650026","1","3","2014","150.92000","5","1","0"," 6.1","-11.9","44","30.35","   10.0","NW","12.7","Clear","310"
"69","2014-01-03","20","26908650026","1","3","2014","154.54000","5","1","0"," 5.0","-11.9","46","30.36","   10.0","NW","20.7","Clear","320"
"70","2014-01-03","21","26908650026","1","3","2014","128.52000","5","1","0"," 3.9","-11.0","50","30.39","   10.0","WNW","12.7","Clear","300"
"71","2014-01-03","22","26908650026","1","3","2014","121.88999","5","1","0"," 3.9","-11.9","48","30.40","   10.0","WNW","9.2","Clear","300"
"72","2014-01-03","23","26908650026","1","3","2014","121.45000","5","1","0"," 3.9","-11.0","50","30.40","   10.0","WNW","9.2","Clear","290"
"73","2014-01-04"," 0","26908650026","1","4","2014","120.86000","6","0","0"," 3.9","-11.9","48","30.42","   10.0","West","8.1","Clear","280"
"74","2014-01-04"," 1","26908650026","1","4","2014","122.62999","6","0","0"," 3.9","-11.0","50","30.45","   10.0","WNW","8.1","Clear","290"
"75","2014-01-04"," 2","26908650026","1","4","2014","123.29000","6","0","0"," 3.0"," -9.9","55","30.45","   10.0","West","8.1","Clear","280"
"76","2014-01-04"," 3","26908650026","1","4","2014","123.46000","6","0","0"," 3.9"," -9.9","53","30.44","   10.0","Calm","Calm","Clear","  0"
"77","2014-01-04"," 4","26908650026","1","4","2014","142.20999","6","0","0"," 3.0"," -8.0","60","30.45","   10.0","SW","4.6","Clear","220"
"78","2014-01-04"," 5","26908650026","1","4","2014","211.14999","6","0","0"," 1.9"," -7.1","66","30.45","   10.0","SSW","8.1","Clear","200"
"79","2014-01-04"," 6","26908650026","1","4","2014","216.09000","6","0","0"," 1.9"," -7.1","66","30.48","   10.0","SW","9.2","Scattered Clouds","230"
"80","2014-01-04"," 7","26908650026","1","4","2014","215.36999","6","0","1"," 3.0"," -5.1","69","30.50","   10.0","SW","6.9","Scattered Clouds","220"
"81","2014-01-04"," 8","26908650026","1","4","2014","214.41999","6","0","1"," 7.0"," -5.1","58","30.50","   10.0","SW","8.1","Scattered Clouds","220"
"82","2014-01-04"," 9","26908650026","1","4","2014","224.92999","6","0","1","10.0"," -6.0","48","30.51","   10.0","SW","8.1","Scattered Clouds","220"
"83","2014-01-04","10","26908650026","1","4","2014","227.54000","6","0","1","14.0"," -6.0","41","30.46","   10.0","SW","10.4","Scattered Clouds","220"
"84","2014-01-04","11","26908650026","1","4","2014","226.80999","6","0","1","19.0"," -5.1","34","30.42","   10.0","SW","12.7","Scattered Clouds","230"
"85","2014-01-04","12","26908650026","1","4","2014","224.67000","6","0","1","21.0"," -5.1","32","30.38","   10.0","SSW","13.8","Scattered Clouds","210"
"86","2014-01-04","13","26908650026","1","4","2014","227.20000","6","0","1","23.0","  1.0","39","30.34","   10.0","SSW","17.3","Scattered Clouds","210"
"87","2014-01-04","14","26908650026","1","4","2014","227.34000","6","0","1","24.1","  7.0","48","30.33","   10.0","SSW","17.3","Scattered Clouds","210"
"88","2014-01-04","15","26908650026","1","4","2014","225.87000","6","0","1","25.0"," 10.0","53","30.33","   10.0","SSW","16.1","Scattered Clouds","210"
"89","2014-01-04","16","26908650026","1","4","2014","225.20999","6","0","1","26.1"," 10.9","53","30.31","   10.0","SSW","12.7","Scattered Clouds","210"
"90","2014-01-04","17","26908650026","1","4","2014","220.18999","6","0","1","26.1"," 12.0","55","30.30","   10.0","SW","12.7","Scattered Clouds","220"
"91","2014-01-04","18","26908650026","1","4","2014","217.44000","6","0","1","27.0"," 15.1","61","30.29","   10.0","SW","16.1","Partly Cloudy","220"
"92","2014-01-04","19","26908650026","1","4","2014","217.54999","6","0","0","27.0"," 15.1","61","30.27","   10.0","SW","16.1","Partly Cloudy","220"
"93","2014-01-04","20","26908650026","1","4","2014","217.55999","6","0","0","26.1"," 16.0","66","30.26","   10.0","SW","20.7","Clear","230"
"94","2014-01-04","21","26908650026","1","4","2014","215.00999","6","0","0","27.0"," 17.1","66","30.27","   10.0","SW","20.7","Clear","230"
"95","2014-01-04","22","26908650026","1","4","2014","215.60000","6","0","0","27.0"," 18.0","69","30.27","   10.0","WSW","19.6","Clear","240"
"96","2014-01-04","23","26908650026","1","4","2014","214.60000","6","0","0","27.0"," 16.0","63","30.27","   10.0","WSW","18.4","Scattered Clouds","240"
"97","2014-01-05"," 0","26908650026","1","5","2014","215.62999","0","0","0","27.0"," 15.1","61","30.27","   10.0","SW","19.6","Partly Cloudy","230"
"98","2014-01-05"," 1","26908650026","1","5","2014","214.99999","0","0","0","26.1"," 12.0","55","30.27","   10.0","WSW","18.4","Partly Cloudy","240"
"99","2014-01-05"," 2","26908650026","1","5","2014","215.33999","0","0","0","25.0"," 12.0","58","30.26","   10.0","SW","12.7","Scattered Clouds","230"
"100","2014-01-05"," 3","26908650026","1","5","2014","216.27999","0","0","0","25.0"," 12.0","58","30.25","   10.0","SW","12.7","Mostly Cloudy","230"
"101","2014-01-05"," 4","26908650026","1","5","2014","215.73000","0","0","0","26.1"," 12.0","55","30.27","   10.0","WSW","10.4","Mostly Cloudy","250"
"102","2014-01-05"," 5","26908650026","1","5","2014","217.31999","0","0","0","25.0"," 12.9","60","30.28","   10.0","WSW","10.4","Scattered Clouds","250"
"103","2014-01-05"," 6","26908650026","1","5","2014","216.25000","0","0","0","25.0"," 12.9","60","30.30","   10.0","SW","11.5","Partly Cloudy","230"
"104","2014-01-05"," 7","26908650026","1","5","2014","214.41999","0","0","1","24.1"," 14.0","65","30.32","   10.0","SW","11.5","Clear","230"
"105","2014-01-05"," 8","26908650026","1","5","2014","215.02000","0","0","1","27.0"," 16.0","63","30.32","   10.0","Calm","Calm","Partly Cloudy","  0"
"106","2014-01-05"," 9","26908650026","1","5","2014","214.66000","0","0","1","27.0"," 17.1","66","30.32","   10.0","South","9.2","Partly Cloudy","190"
"107","2014-01-05","10","26908650026","1","5","2014","214.01999","0","0","1","30.0"," 16.0","56","30.30","   10.0","WSW","4.6","Mostly Cloudy","240"
"108","2014-01-05","11","26908650026","1","5","2014","213.65999","0","0","1","34.0"," 18.0","52","30.28","   10.0","SW","8.1","Mostly Cloudy","230"
"109","2014-01-05","12","26908650026","1","5","2014","213.16999","0","0","1","36.0"," 18.0","48","30.26","   10.0","West","4.6","Mostly Cloudy","260"
"110","2014-01-05","13","26908650026","1","5","2014","165.66000","0","0","1","36.0"," 21.9","57","30.25","   10.0","SSW","6.9","Overcast","200"
"111","2014-01-05","14","26908650026","1","5","2014","131.30000","0","0","1","36.0"," 25.0","64","30.24","   10.0","South","8.1","Overcast","190"
"112","2014-01-05","15","26908650026","1","5","2014","131.38000","0","0","1","35.1"," 28.9","78","30.23","    6.0","South","6.9","Light Drizzle","180"
"113","2014-01-05","16","26908650026","1","5","2014","205.94000","0","0","1","35.1"," 32.0","89","30.23","   10.0","SSW","5.8","Overcast","200"
"114","2014-01-05","17","26908650026","1","5","2014","215.73999","0","0","1","36.0"," 33.1","89","30.21","    9.0","Calm","Calm","Overcast","  0"
"115","2014-01-05","18","26908650026","1","5","2014","213.77999","0","0","1","34.0"," 33.1","96","30.19","   10.0","SE","3.5","Overcast","130"
"116","2014-01-05","19","26908650026","1","5","2014","214.67999","0","0","0","36.0"," 33.1","89","30.17","   10.0","East","3.5","Overcast"," 80"
"117","2014-01-05","20","26908650026","1","5","2014","215.35000","0","0","0","36.0"," 34.0","93","30.12","   10.0","East","8.1","Overcast"," 80"
"118","2014-01-05","21","26908650026","1","5","2014","210.67000","0","0","0","37.0"," 35.1","93","30.08","   10.0","ENE","6.9","Overcast"," 70"
"119","2014-01-05","22","26908650026","1","5","2014","210.23000","0","0","0","37.9"," 36.0","93","30.02","   10.0","ENE","4.6","Overcast"," 60"
"120","2014-01-05","23","26908650026","1","5","2014","129.09000","0","0","0","37.0"," 36.0","96","29.94","    0.5","East","6.9","Rain"," 80"
"121","2014-01-06"," 0","26908650026","1","6","2014","119.79000","1","1","0","39.0"," 37.9","96","29.88","    0.2","ESE","5.8","Light Rain","110"
"122","2014-01-06"," 1","26908650026","1","6","2014","119.74000","1","1","0","39.0"," 37.9","96","29.84","    0.2","Calm","Calm","Light Rain","  0"
"123","2014-01-06"," 2","26908650026","1","6","2014","119.92000","1","1","0","43.0"," 42.1","97","29.79","    0.2","SSE","11.5","Fog","160"
"124","2014-01-06"," 3","26908650026","1","6","2014","120.09000","1","1","0","43.0"," 43.0","100","29.73","    0.2","South","9.2","Light Rain","170"
"125","2014-01-06"," 4","26908650026","1","6","2014","167.86999","1","1","0","44.1"," 43.0","96","29.67","    0.2","SSE","8.1","Fog","150"
"126","2014-01-06"," 5","26908650026","1","6","2014","222.60000","1","1","0","45.0"," 44.1","97","29.63","    0.2","SSE","11.5","Light Rain","160"
"127","2014-01-06"," 6","26908650026","1","6","2014","255.11999","1","1","0","46.9"," 46.0","97","29.59","    2.0","South","6.9","Light Rain","170"
"128","2014-01-06"," 7","26908650026","1","6","2014","283.52000","1","1","1","48.0"," 46.9","96","29.55","    0.2","SSE","11.5","Light Rain","160"
"129","2014-01-06"," 8","26908650026","1","6","2014","295.30999","1","1","1","48.0"," 46.9","96","29.49","    0.1","SSE","15.0","Light Rain","160"
"130","2014-01-06"," 9","26908650026","1","6","2014","293.26000","1","1","1","51.1"," 51.1","100","29.46","    0.1","South","17.3","Fog","170"
"131","2014-01-06","10","26908650026","1","6","2014","289.94999","1","1","1","52.0"," 52.0","100","29.40","    0.5","South","17.3","Fog","190"
"132","2014-01-06","11","26908650026","1","6","2014","288.69999","1","1","1","55.9"," 54.0","93","29.34","   10.0","SSW","21.9","Light Rain","200"
"133","2014-01-06","12","26908650026","1","6","2014","277.01000","1","1","1","55.9"," 54.0","93","29.31","   10.0","SSW","12.7","Light Rain","210"
"134","2014-01-06","13","26908650026","1","6","2014","265.31999","1","1","1","54.0"," 52.0","93","29.30","   10.0","SSW","10.4","Overcast","200"
"135","2014-01-06","14","26908650026","1","6","2014","249.52999","1","1","1","53.1"," 44.1","71","29.34","   10.0","WSW","18.4","Light Rain","250"
"136","2014-01-06","15","26908650026","1","6","2014","249.77999","1","1","1","48.0"," 41.0","77","29.34","   10.0","WSW","15.0","Light Rain","250"
"137","2014-01-06","16","26908650026","1","6","2014","254.42999","1","1","1","45.0"," 39.9","82","29.35","   10.0","WSW","16.1","Light Rain","240"
"138","2014-01-06","17","26908650026","1","6","2014","203.85000","1","1","1","37.9"," 30.9","76","29.40","   10.0","West","17.3","Overcast","280"
"139","2014-01-06","18","26908650026","1","6","2014","160.90000","1","1","1","37.0"," 27.0","67","29.42","   10.0","West","15.0","Overcast","280"
"140","2014-01-06","19","26908650026","1","6","2014","153.31000","1","1","0","35.1"," 21.9","59","29.43","   10.0","West","19.6","Overcast","280"
"141","2014-01-06","20","26908650026","1","6","2014","148.76999","1","1","0","33.1"," 19.9","59","29.45","   10.0","West","18.4","Mostly Cloudy","270"
"142","2014-01-06","21","26908650026","1","6","2014","124.43999","1","1","0","32.0"," 17.1","54","29.47","   10.0","West","16.1","Mostly Cloudy","270"
"143","2014-01-06","22","26908650026","1","6","2014","121.21000","1","1","0","30.9"," 16.0","54","29.49","   10.0","West","18.4","Mostly Cloudy","280"
"144","2014-01-06","23","26908650026","1","6","2014","115.53000","1","1","0","28.9"," 12.9","51","29.51","   10.0","West","18.4","Partly Cloudy","270"
"145","2014-01-07"," 0","26908650026","1","7","2014","115.59000","2","1","0","28.0"," 10.9","49","29.53","   10.0","West","16.1","Partly Cloudy","270"
"146","2014-01-07"," 1","26908650026","1","7","2014","116.39000","2","1","0","27.0"," 10.9","51","29.55","   10.0","WSW","15","Partly Cloudy","250"
"147","2014-01-07"," 2","26908650026","1","7","2014","115.93999","2","1","0","26.1"," 10.0","51","29.57","   10.0","West","15","Overcast","270"
"148","2014-01-07"," 3","26908650026","1","7","2014","116.46000","2","1","0","19.9","  1.9","46","29.63","   10.0","WNW","25.3","Mostly Cloudy","300"
"149","2014-01-07"," 4","26908650026","1","7","2014","117.14000","2","1","0","17.1"," -4.0","39","29.67","   10.0","WNW","17.3","Mostly Cloudy","300"
"150","2014-01-07"," 5","26908650026","1","7","2014","121.74000","2","1","0","15.1"," -5.1","41","29.71","   10.0","WNW","28.8","Mostly Cloudy","290"
"151","2014-01-07"," 6","26908650026","1","7","2014","231.39000","2","1","0","12.9"," -6.0","43","29.77","   10.0","West","21.9","Scattered Clouds","280"
"152","2014-01-07"," 7","26908650026","1","7","2014","290.92000","2","1","1","12.0"," -7.1","42","29.84","   10.0","WNW","26.5","Partly Cloudy","290"
"153","2014-01-07"," 8","26908650026","1","7","2014","301.26000","2","1","1","12.9"," -7.1","41","29.88","   10.0","West","17.3","Partly Cloudy","280"
"154","2014-01-07"," 9","26908650026","1","7","2014","304.09999","2","1","1","14.0"," -6.0","41","29.92","   10.0","West","18.4","Partly Cloudy","270"
"155","2014-01-07","10","26908650026","1","7","2014","300.95999","2","1","1","15.1"," -6.0","39","29.94","   10.0","West","24.2","Partly Cloudy","260"
"156","2014-01-07","11","26908650026","1","7","2014","300.35999","2","1","1","15.1"," -7.1","37","29.94","   10.0","West","21.9","Partly Cloudy","270"
"157","2014-01-07","12","26908650026","1","7","2014","290.90999","2","1","1","16.0"," -6.0","38","29.94","   10.0","West","21.9","Scattered Clouds","270"
"158","2014-01-07","13","26908650026","1","7","2014","291.50000","2","1","1","15.1"," -8.0","36","29.97","   10.0","WSW","17.3","Scattered Clouds","250"
"159","2014-01-07","14","26908650026","1","7","2014","283.73999","2","1","1","15.1"," -9.9","32","30.00","   10.0","West","16.1","Partly Cloudy","260"
"160","2014-01-07","15","26908650026","1","7","2014","270.11999","2","1","1","12.9","-11.9","32","30.04","   10.0","West","20.7","Partly Cloudy","270"
"161","2014-01-07","16","26908650026","1","7","2014","272.95999","2","1","1","12.0","-13.0","32","30.07","   10.0","West","25.3","Partly Cloudy","270"
"162","2014-01-07","17","26908650026","1","7","2014","230.13999","2","1","1","10.9","-11.9","35","30.12","   10.0","West","19.6","Partly Cloudy","270"
"163","2014-01-07","18","26908650026","1","7","2014","178.53000","2","1","1","10.0","-11.9","37","30.16","   10.0","West","21.9","Clear","270"
"164","2014-01-07","19","26908650026","1","7","2014","168.29000","2","1","0","10.0","-11.9","37","30.16","   10.0","WNW","18.4","Clear","290"
"165","2014-01-07","20","26908650026","1","7","2014","163.57000","2","1","0","10.0","-11.0","38","30.18","   10.0","West","18.4","Clear","260"
"166","2014-01-07","21","26908650026","1","7","2014","128.73000","2","1","0","10.0","-11.0","38","30.20","   10.0","West","15","Clear","280"
"167","2014-01-07","22","26908650026","1","7","2014","125.10000","2","1","0","10.0"," -9.9","40","30.22","   10.0","West","13.8","Clear","260"
"168","2014-01-07","23","26908650026","1","7","2014","119.34000","2","1","0","10.0"," -9.0","42","30.23","   10.0","WSW","15","Clear","240"
"169","2014-01-08"," 0","26908650026","1","8","2014","117.91000","3","1","0"," 9.0"," -9.0","44","30.24","   10.0","WSW","20.7","Clear","250"
"170","2014-01-08"," 1","26908650026","1","8","2014","118.63000","3","1","0"," 8.1"," -8.0","48","30.28","   10.0","WSW","17.3","Clear","250"
"171","2014-01-08"," 2","26908650026","1","8","2014","119.26000","3","1","0"," 8.1"," -8.0","48","30.32","   10.0","WSW","16.1","Clear","240"
"172","2014-01-08"," 3","26908650026","1","8","2014","119.19000","3","1","0"," 8.1"," -7.1","50","30.33","   10.0","WSW","15","Clear","240"
"173","2014-01-08"," 4","26908650026","1","8","2014","118.85000","3","1","0"," 8.1"," -7.1","50","30.35","   10.0","WSW","12.7","Clear","240"
"174","2014-01-08"," 5","26908650026","1","8","2014","125.96000","3","1","0"," 8.1"," -7.1","50","30.38","   10.0","WSW","11.5","Clear","240"
"175","2014-01-08"," 6","26908650026","1","8","2014","243.51000","3","1","0"," 7.0"," -6.0","55","30.39","   10.0","WSW","9.2","Partly Cloudy","250"
"176","2014-01-08"," 7","26908650026","1","8","2014","306.75999","3","1","1"," 8.1"," -6.0","53","30.42","   10.0","WSW","13.8","Partly Cloudy","240"
"177","2014-01-08"," 8","26908650026","1","8","2014","318.40999","3","1","1","10.9"," -5.1","49","30.45","   10.0","WSW","15","Partly Cloudy","240"
"178","2014-01-08"," 9","26908650026","1","8","2014","317.48999","3","1","1","14.0"," -4.0","45","30.45","   10.0","West","11.5","Partly Cloudy","260"
"179","2014-01-08","10","26908650026","1","8","2014","320.52999","3","1","1","17.1"," -2.0","43","30.45","   10.0","West","11.5","Partly Cloudy","260"
"180","2014-01-08","11","26908650026","1","8","2014","315.18999","3","1","1","19.9"," -0.9","40","30.40","   10.0","WSW","10.4","Partly Cloudy","240"
"181","2014-01-08","12","26908650026","1","8","2014","306.92999","3","1","1","21.9"," -0.9","37","30.39","   10.0","West","11.5","Partly Cloudy","270"
"182","2014-01-08","13","26908650026","1","8","2014","291.27999","3","1","1","21.0"," -2.0","36","30.38","   10.0","WNW","12.7","Partly Cloudy","290"
"183","2014-01-08","14","26908650026","1","8","2014","275.44999","3","1","1","21.9"," -0.9","37","30.39","   10.0","West","11.5","Partly Cloudy","270"
"184","2014-01-08","15","26908650026","1","8","2014","269.31999","3","1","1","21.0"," -0.9","38","30.39","   10.0","West","11.5","Partly Cloudy","270"
"185","2014-01-08","16","26908650026","1","8","2014","272.11000","3","1","1","19.9"," -0.9","40","30.41","   10.0","West","9.2","Partly Cloudy","270"
"186","2014-01-08","17","26908650026","1","8","2014","239.27999","3","1","1","19.9","  0.0","42","30.43","   10.0","West","11.5","Partly Cloudy","260"
"187","2014-01-08","18","26908650026","1","8","2014","188.25999","3","1","1","19.9","  0.0","42","30.43","   10.0","WSW","10.4","Clear","240"
