"","Time","TimeEDT","TemperatureF","Dew_PointF","Humidity","Sea_Level_PressureIn","VisibilityMPH","Wind_Direction","Wind_SpeedMPH","Gust_SpeedMPH","PrecipitationIn","Events","Conditions","WindDirDegrees","DateUTC"
"376",2016-10-13 14:54:00,"2:54 PM",71.1,53.1,53,29.96,10,"SW","13.8","-","N/A","","Mostly Cloudy",220,"2016-10-13 18:54:00"
"377",2016-10-13 15:54:00,"3:54 PM",70,52,53,29.96,10,"SW","12.7","-","N/A","","Mostly Cloudy",230,"2016-10-13 19:54:00"
"378",2016-10-13 16:54:00,"4:54 PM",69.1,51.1,53,29.96,10,"WSW","12.7","-","N/A","","Mostly Cloudy",240,"2016-10-13 20:54:00"
"379",2016-10-13 17:54:00,"5:54 PM",68,52,56,29.97,10,"WSW","12.7","-","0.00","Rain","Light Rain",240,"2016-10-13 21:54:00"
"380",2016-10-13 18:54:00,"6:54 PM",64.9,55.9,73,29.99,10,"West","11.5","-","0.00","Rain","Light Rain",270,"2016-10-13 22:54:00"
"381",2016-10-13 19:54:00,"7:54 PM",64,55.9,75,30.01,10,"WNW","11.5","-","0.00","","Overcast",290,"2016-10-13 23:54:00"
"382",2016-10-13 20:54:00,"8:54 PM",63,55,75,30.03,10,"West","10.4","-","N/A","","Partly Cloudy",280,"2016-10-14 00:54:00"
"383",2016-10-13 21:54:00,"9:54 PM",61,53.1,75,30.05,10,"WNW","11.5","-","N/A","","Partly Cloudy",290,"2016-10-14 01:54:00"
"384",2016-10-13 22:54:00,"10:54 PM",60.1,52,75,30.07,10,"WNW","12.7","-","N/A","","Partly Cloudy",290,"2016-10-14 02:54:00"
"385",2016-10-13 23:54:00,"11:54 PM",57.9,50,75,30.09,10,"NW","13.8","-","N/A","","Partly Cloudy",310,"2016-10-14 03:54:00"
"386",2016-10-14 00:54:00,"12:54 AM",55,45,69,30.11,10,"NNW","16.1","20.7","N/A",NA,"Clear",340,"2016-10-14 04:54:00"
"387",2016-10-14 01:54:00,"1:54 AM",52,39,61,30.14,10,"NW","20.7","27.6","N/A",NA,"Clear",320,"2016-10-14 05:54:00"
"388",2016-10-14 02:54:00,"2:54 AM",50,37,61,30.14,10,"NW","16.1","25.3","N/A",NA,"Clear",320,"2016-10-14 06:54:00"
"389",2016-10-14 03:54:00,"3:54 AM",48.9,37,64,30.17,10,"NNW","15","24.2","N/A",NA,"Clear",330,"2016-10-14 07:54:00"
"390",2016-10-14 04:54:00,"4:54 AM",48,36,63,30.19,10,"NNW","13.8","24.2","N/A",NA,"Clear",330,"2016-10-14 08:54:00"
"391",2016-10-14 05:54:00,"5:54 AM",46.9,34,61,30.22,10,"NW","15","24.2","N/A",NA,"Clear",320,"2016-10-14 09:54:00"
"392",2016-10-14 06:54:00,"6:54 AM",46,33.1,61,30.25,10,"NNW","10.4","20.7","N/A",NA,"Partly Cloudy",330,"2016-10-14 10:54:00"
"393",2016-10-14 07:54:00,"7:54 AM",46.9,33.1,59,30.29,10,"NNW","13.8","-","N/A",NA,"Partly Cloudy",330,"2016-10-14 11:54:00"
"394",2016-10-14 08:54:00,"8:54 AM",48,33.1,56,30.3,10,"NNW","11.5","-","N/A",NA,"Partly Cloudy",330,"2016-10-14 12:54:00"
"395",2016-10-14 09:54:00,"9:54 AM",50,33.1,52,30.32,10,"North","12.7","-","N/A",NA,"Partly Cloudy",350,"2016-10-14 13:54:00"
"396",2016-10-14 10:54:00,"10:54 AM",52,33.1,49,30.33,10,"North","9.2","-","N/A",NA,"Partly Cloudy",360,"2016-10-14 14:54:00"
"397",2016-10-14 11:54:00,"11:54 AM",55,34,45,30.33,10,"North","9.2","-","N/A",NA,"Partly Cloudy",360,"2016-10-14 15:54:00"
"398",2016-10-14 12:54:00,"12:54 PM",55.9,33.1,42,30.31,10,"NW","6.9","-","N/A",NA,"Partly Cloudy",320,"2016-10-14 16:54:00"
"399",2016-10-14 13:54:00,"1:54 PM",57.9,33.1,39,30.3,10,"WNW","8.1","-","N/A",NA,"Partly Cloudy",300,"2016-10-14 17:54:00"
"400",2016-10-14 14:54:00,"2:54 PM",59,32,36,30.3,10,"North","6.9","-","N/A",NA,"Partly Cloudy",360,"2016-10-14 18:54:00"
"401",2016-10-14 15:54:00,"3:54 PM",59,30.9,35,30.3,10,"NW","8.1","-","N/A",NA,"Partly Cloudy",320,"2016-10-14 19:54:00"
"402",2016-10-14 16:54:00,"4:54 PM",55,39.9,57,30.31,10,"East","9.2","-","N/A",NA,"Clear",80,"2016-10-14 20:54:00"
"403",2016-10-14 17:54:00,"5:54 PM",53.1,39,59,30.32,10,"ENE","5.8","-","N/A",NA,"Partly Cloudy",70,"2016-10-14 21:54:00"
"404",2016-10-14 18:54:00,"6:54 PM",52,39.9,63,30.34,10,"ENE","3.5","-","N/A",NA,"Partly Cloudy",60,"2016-10-14 22:54:00"
"405",2016-10-14 19:54:00,"7:54 PM",52,41,66,30.35,10,"North","5.8","-","N/A",NA,"Clear",10,"2016-10-14 23:54:00"
"406",2016-10-14 20:54:00,"8:54 PM",53.1,37,55,30.37,10,"North","5.8","-","N/A",NA,"Clear",360,"2016-10-15 00:54:00"
"407",2016-10-14 21:54:00,"9:54 PM",52,34,50,30.39,10,"NNE","6.9","-","N/A",NA,"Clear",20,"2016-10-15 01:54:00"
"408",2016-10-14 22:54:00,"10:54 PM",48.9,33.1,54,30.39,10,"North","4.6","-","N/A",NA,"Clear",350,"2016-10-15 02:54:00"
"409",2016-10-14 23:54:00,"11:54 PM",48,30.9,52,30.39,10,"NNW","9.2","-","N/A",NA,"Clear",330,"2016-10-15 03:54:00"
